Wavelength,Dark,365,385,400,420,433,450,505,530,590
649.9442749,0.003085411,0.003086427,0.002926957,0.002954139,0.002975459,0.003007284,0.002842293,0.002523485,0.00315552,0.002746261
649.0681152,0.003103765,0.003000142,0.003161335,0.003022481,0.003151374,0.003241288,0.003082699,0.00278625,0.00327162,0.003217765
648.0456543,0.004083572,0.004131603,0.003411701,0.003442541,0.00386118,0.00364347,0.004024417,0.003573725,0.003630914,0.003899521
647.0228271,0.003532046,0.003639946,0.003794142,0.003619977,0.003585679,0.003371551,0.003580302,0.003431818,0.003554829,0.0031514
645.9997559,0.003380577,0.003314161,0.003465555,0.003143421,0.003455431,0.003486952,0.003097612,0.003254198,0.003319196,0.003489013
644.9763184,0.003393126,0.003286643,0.003399726,0.003440584,0.003515109,0.003671402,0.003375151,0.003513491,0.003566783,0.003406014
643.9526367,0.003705602,0.00346532,0.003408258,0.003640807,0.003867709,0.003985881,0.003797485,0.003440924,0.004060264,0.003676858
642.9285889,0.003106267,0.003184542,0.003278767,0.003299815,0.002959169,0.002961619,0.00307042,0.002895554,0.00283445,0.002879607
642.0505981,0.003381855,0.003424408,0.003873481,0.003462893,0.004186983,0.003932825,0.00329739,0.003538909,0.003405727,0.00368187
641.026062,0.003598416,0.003304458,0.003919425,0.003579337,0.003871131,0.003530793,0.003729465,0.003288965,0.003428086,0.003415902
640.0011597,0.003045707,0.002979369,0.003059993,0.003335577,0.003206473,0.003314709,0.003022533,0.003163238,0.003328586,0.002686402
638.9759521,0.003872358,0.003561511,0.003667564,0.003554072,0.003751946,0.003555978,0.003577849,0.003482829,0.003646419,0.003559371
637.9505005,0.004152066,0.004049316,0.004140201,0.003976424,0.004143415,0.004325294,0.00408791,0.003886096,0.004282209,0.004177678
637.0712891,0.003683228,0.003966549,0.003336099,0.003396596,0.003729308,0.003567514,0.00362953,0.003626424,0.003835403,0.00380276
636.0452271,0.003647307,0.003830284,0.003399283,0.003664614,0.0037826,0.003597451,0.003541076,0.003743669,0.003730405,0.003434948
635.0188599,0.003611572,0.004037611,0.003845275,0.003980029,0.003890432,0.003798373,0.003912999,0.004071892,0.003978592,0.003761084
633.9922485,0.004200078,0.004303595,0.003965609,0.004338341,0.004230712,0.004012842,0.003798112,0.003928985,0.004281765,0.004660525
632.965271,0.003917858,0.004354865,0.003777221,0.004305477,0.004027212,0.003907619,0.004174254,0.004261139,0.003988911,0.004248853
631.9380493,0.003592596,0.004061779,0.003561981,0.003884764,0.003905581,0.003848879,0.003774062,0.003876955,0.003894898,0.003782287
631.057312,0.003312936,0.003414598,0.003296946,0.003113333,0.003265595,0.003487917,0.003630183,0.003082491,0.003284635,0.003167384
630.029541,0.003966131,0.003907854,0.003920548,0.003878522,0.003832896,0.003448464,0.003676675,0.003700276,0.003950405,0.00392363
629.0014038,0.003823729,0.004150132,0.003847077,0.004222818,0.003990008,0.004259335,0.003879959,0.003619977,0.004058644,0.003686491
627.9730225,0.003621621,0.003878679,0.003907958,0.003910675,0.003521555,0.003977469,0.003594188,0.003855095,0.003721632,0.003647829
